Census_ID,Name,Population,Pop. Density,Type
3002000140203000,Sancoale,15604,66428.26735,Urban IV
3002000440213000,Sanguem,6173,125467.4797,Urban V
3001000440116000,Sanquelim,11194,76046.19565,Urban IV
3002000440211000,Sanvordem (Urban),4833,94579.25636,Urban VI
3002000240210000,Sao Jose de Areal,8351,68732.51029,Urban V
3001000240103000,Siolim,10318,84435.35188,Urban IV
3001000240112000,Socorro (Serula),10174,81392,Urban IV
3001000540117000,Valpoi,7917,67551.19454,Urban V
3002000240206000,Varca,4865,59547.12362,Urban VI
3001000300006100,Chorao,5345,269.5410993,Rural B
3001000200003500,Tivim,7361,380.0206505,Rural B
3001000200003400,Sircaim,2344,621.7506631,Rural C
3001000200005000,Corjuem,2677,548.5655738,Rural C
3001000200004800,Moira,4206,1081.233933,Rural C
3001000200004900,Nachinola,2226,912.295082,Rural C
3001000200005400,Pomburpa,3315,661.6766467,Rural C
3001000200005300,Olaulim,770,503.2679739,Rural D
3001000200005200,Calvim,468,346.6666667,Rural D
3001000300006000,Ambarim,105,750,Rural D
3002000200023900,Seraulim,2606,961.6236162,Rural C
3002000200025100,Dicarpale,1964,986.9346734,Rural D
3002000200025000,Dramapur,2007,373.0483271,Rural C
3001000300007400,Talaulim (Rural 1),705,132.518797,Rural D
3001000300008100,Curca,2106,774.2647059,Rural C
3001000300008200,Siridao,2872,372.0207254,Rural C
3001000600020400,Durbhat,3696,640.5545927,Rural C
3001000600020000,Priol,7576,544.2528736,Rural B
3001000600020100,Velinga,1930,612.6984127,Rural D
3001000600020300,Marcaim,6208,493.481717,Rural B
3002000200024700,Sernabatim,1391,799.4252874,Rural D
3002000200023800,Vanelim,1413,1427.272727,Rural D
3002000200024600,Cana,407,946.5116279,Rural D
3002000200024800,Adsulim,232,1160,Rural D
3001000400008900,Latambarcem,6296,172.3986857,Rural B
3001000400009200,Mulgao,3327,438.9182058,Rural C
3001000400009400,Maulinguem North,1309,178.0952381,Rural D
3001000400009300,Ona,627,330,Rural D
3001000400009700,Maem,7544,358.5551331,Rural B
3001000400009600,Sarvona,2075,263.9949109,Rural C
3001000400010100,Piligao,2695,329.4621027,Rural C
3001000200003800,Anjuna,8624,663.3846154,Rural A
3001000200003900,Arpora,3095,731.678487,Rural C
3001000200004000,Nagoa (Rural 1),1303,840.6451613,Rural D
3001000200005700,Marra,1200,366.9724771,Rural D
3001000200005600,Nerul,4698,476.9543147,Rural C
3002000500035300,Agonda,3592,242.7027027,Rural C
3002000500035400,Canacona (Rural),4208,126.1769115,Rural C
3002000500035600,Poinguinim,6463,182.2617033,Rural B
3001000400009500,Curchirem,1846,239.4293126,Rural D
3001000500010900,Poriem,3932,338.9655172,Rural C
3001000500010800,Podocem,968,246.3104326,Rural D
3001000400010200,Cudnem,3243,327.2452069,Rural C
3001000400010300,Amone,3452,470.2997275,Rural C
3002000100021400,Dabolim,3698,499.0553306,Rural C
3001000300007300,Bainguinim,898,278.0185759,Rural D
3002000200025600,Sarzora,1911,289.9848255,Rural D
3002000200025700,Sirlim,838,450.5376344,Rural D
3002000200026000,Deussua,985,364.8148148,Rural D
3002000200025900,Carmona,3425,510.4321908,Rural C
3002000200026200,Cavelossim,2378,285.1318945,Rural C
3002000200026100,Assolna,3431,985.9195402,Rural C
3001000200002900,Revora,2501,314.9874055,Rural C
3001000200002800,Camurlim (Rural 1),3102,355.3264605,Rural C
3002000200025500,Mulem,2214,274.009901,Rural C
3002000200025400,Paroda,938,244.2708333,Rural D
3002000300027900,Ambaulim,2811,437.8504673,Rural C
3002000300028000,Adnem,1838,191.4583333,Rural D
3002000300028100,Bali,2658,286.4224138,Rural C
3002000200026400,Ambelim,2893,743.7017995,Rural C
3002000300028200,Fatorpa,2232,275.5555556,Rural C
3002000300028600,Tiloi,521,75.94752187,Rural D
3001000600021300,Ponchavadi,4158,262.5,Rural C
3002000300026800,Odar,569,693.902439,Rural D
3002000400032900,Comproi,601,500.8333333,Rural D
3002000400033000,Muguli,509,66.62303665,Rural D
3002000300026900,Xeldem,5908,590.8,Rural B
3002000400033100,Cotarli,1088,146.4333782,Rural D
3002000300027300,Sirvoi,785,65.41666667,Rural D
3002000300027400,Nagvem,783,220.5633803,Rural D
3001000600020700,Betora,3326,235.0530035,Rural C
3002000200024500,Curtorim,11187,644.4124424,Rural A
3001000300008000,Batim,1626,431.2997347,Rural D
3001000300008400,Neura O Grande,1478,166.2542182,Rural D
3001000300008300,Neura O Pequeno,428,400,Rural D
3001000300008500,Mercurim,5950,2324.21875,Rural B
3001000200004200,Verla,2557,722.3163842,Rural C
3001000200004400,Bastora,3833,1190.372671,Rural C
3001000200004300,Canca,3387,4181.481481,Rural C
3001000200004100,Parra,3814,755.2475248,Rural C
3001000200004500,Paliem (Rural 2),1202,883.8235294,Rural D
3001000200005500,Sangolda,3309,976.1061947,Rural C
3001000200003700,Assagao,4203,391.7054986,Rural C
3001000200003600,Marna,1262,383.5866261,Rural D
3002000200023000,Nuvem,8162,747.4358974,Rural A
3002000200024100,Raia,8837,589.9198932,Rural A
3002000100022100,Chicolna,1903,1006.878307,Rural D
3002000200024900,Talaulim (Rural 2),3382,704.5833333,Rural C
3001000400010600,Surla (Rural 2),4943,291.7945691,Rural C
3001000400010700,Velguem,2273,701.5432099,Rural C
3001000500017000,Ponocem,475,158.8628763,Rural D
3001000500017100,Vantem,1462,246.5430017,Rural D
3001000500018500,Conquirem,448,55.79078456,Rural D
3001000600019800,Usgao,12390,486.6457188,Rural A
3001000600019700,Gangem,499,92.23659889,Rural D
3001000100000600,Pernem (Rural),2586,109.9957465,Rural C
3001000200005900,Salvador do Mundo,5085,438.7402934,Rural B
3001000200005800,Pilerne,4086,624.7706422,Rural C
3001000100002200,Tuem,2665,174.983585,Rural C
3001000100002600,Agarvado,1209,451.119403,Rural D
3001000100000500,Corgao,6774,306.6545948,Rural B
3001000100002300,Mandrem,8022,409.4946401,Rural A
3002000300027000,Cotombi (Rural 2),1196,396.0264901,Rural D
3002000300027100,Avedem,1639,722.0264317,Rural D
3002000300027200,Chaifi,73,143.1372549,Rural D
3002000400034500,Rivona,3501,97.73869347,Rural C
3001000600020500,Telaulim,2347,954.0650407,Rural C
3001000600020600,Vadi,493,306.2111801,Rural D
3001000600021100,Borim,7670,499.3489583,Rural B
3002000100021600,Cortalim,6970,836.7346939,Rural B
3002000100022000,Issorcim,547,200.3663004,Rural D
3002000100021900,Pale (Rural 2),1606,666.3900415,Rural D
3002000100021800,Cuelim,1672,358.7982833,Rural D
3002000400033400,Uguem (Rural 2),2789,166.5074627,Rural C
3001000500012900,Morlem,3167,325.8230453,Rural C
3001000500013000,Onda,4504,567.9697352,Rural C
3002000400031600,Rumbrem,785,204.4270833,Rural D
3002000400031700,Antoriem,17,7.327586207,Rural D
3002000200024400,Guirdolim,3651,557.4045802,Rural C
3002000200025200,Cavorim,2102,422.0883534,Rural C
3001000200002700,Oxel (Rural 1),3016,884.457478,Rural C
3001000200004700,Ucassaim,1045,395.8333333,Rural D
3001000500013400,Compordem,1037,139.0080429,Rural D
3001000500014800,Nagargao,563,349.689441,Rural D
3001000500014900,Satorem,199,101.5306122,Rural D
3001000500014700,Ambedem,238,190.4,Rural D
3001000500015000,Mauzi,1132,179.9682035,Rural D
3001000500014600,Bombedem,36,75,Rural D
3001000500015900,Cudcem,600,163.9344262,Rural D
3001000500015700,Naguem,492,143.4402332,Rural D
3001000500016600,Velguem,2273,701.5432099,Rural C
3001000500015800,Ansolem,99,59.28143713,Rural D
3001000500016700,Codqui,965,333.9100346,Rural D
3001000500016800,Sanvorcem,407,173.1914894,Rural D
3002000200025800,Orlim,1757,686.328125,Rural D
