Census_ID,Name,Population,Pop. Density,Type
305855612626757,Cudnem,3308,333.427408,Rural C
305855612626758,Amone,2963,403.6454786,Rural C
305865615626874,Dabolim,6027,813.3603239,Rural B
305855611626715,Bainguinim,1501,510.6484317,Rural D
305865616626914,Sarzora,2270,295.1885566,Rural C
305865616626915,Sirlim,845,454.3010753,Rural D
305865616626918,Deussua,1479,547.7777778,Rural D
305865616626917,Carmona,3864,559.1895803,Rural C
305865616626920,Cavelossim,1955,234.41247,Rural D
305865616626919,Assolna,3410,744.5414847,Rural C
305855610626664,Revora,2630,331.3135385,Rural C
305855610626663,Camurlim (Rural 1),3015,345.4795462,Rural C
305855611626714,Ella,5372,846.704284,Rural B
305855611626713,Gandaulim (Rural 1),301,792.1052632,Rural D
305855614626843,Tivrem,1878,894.2857143,Rural D
305855611626718,Carambolim,5179,388.2629002,Rural B
305855614626847,Adcolna,1688,454.9865229,Rural D
305855614626848,Boma (Rural 1),2807,711.3532691,Rural C
305865615626876,Quelossim,3262,306.1990763,Rural C
305865616626888,Nagoa (Rural 2),3873,747.6833977,Rural C
305865615626877,Cuelim,1777,381.4696348,Rural D
305865616626913,Mulem,2799,346.4108911,Rural C
305865616626912,Paroda,620,161.4583333,Rural D
305865617626947,Ambaulim,2987,465.2647975,Rural C
305865617626949,Bali,2944,317.583603,Rural C
305865616626922,Ambelim,2853,733.4190231,Rural C
305865617626950,Fatorpa,2378,293.5802469,Rural C
305865617626954,Tiloi,588,85.71428571,Rural D
305855614626864,Ponchavadi,4295,270.4285301,Rural C
305865617626937,Odar,569,693.902439,Rural D
305865618626998,Comproi,620,516.6666667,Rural D
305865618626999,Muguli,508,66.4921466,Rural D
305865618627000,Cotarli,1121,150.8748318,Rural D
305865617626941,Sirvoi,1129,94.08333333,Rural D
305865617626942,Nagvem,475,134.180791,Rural D
305865616626901,Rachol,1686,619.8529412,Rural D
305865616626902,Macasana,1972,394.4,Rural D
305865616626903,Guirdolim,3622,473.4640523,Rural C
305865616626910,Cavorim,2228,447.3895582,Rural C
305855611626722,Batim,1489,540.4326365,Rural D
305855611626726,Neura O Grande,1440,226.6146292,Rural D
305855611626725,Neura O Pequeno,563,536.7016206,Rural D
305855610626676,Verla,3685,1039.93227,Rural C
305855610626678,Bastora,3943,1223.736073,Rural C
305855610626677,Canca,3551,4379.084967,Rural C
305855610626679,Paliem (Rural 2),1377,1012.648919,Rural D
305855610626688,Sangolda,4429,1305.372985,Rural C
305855609626657,Agarvado,1478,552.4201084,Rural D
305855609626656,Chopdem,974,451.2183823,Rural D
305855610626671,Marna,1234,375.1444032,Rural D
305855614626855,Cundaim,3859,495.7923813,Rural C
305855610626681,Ucassaim,1077,408.4961123,Rural D
305855610626680,Punola,864,1244.77741,Rural D
305865615626880,Chicolna,2680,1420.469603,Rural C
305865616626907,Talaulim (Rural 2),2911,590.4665314,Rural C
305865616626889,Loutulim,6121,343.683324,Rural B
305865616626892,Majorda,2813,642.2374429,Rural C
305865616626891,Calata,1739,1053.939394,Rural D
305865616626895,Betalbatim,3551,794.4071588,Rural C
305865616626900,Duncolim,748,644.8275862,Rural D
305855613626786,Morlem,3290,338.174679,Rural C
305855613626787,Saleli,984,117.3748121,Rural D
305855613626809,Pissurlem,1940,232.6557534,Rural D
305855613626810,Sonus Vonvoliem,764,161.1406395,Rural D
305855613626777,Surla (Rural 2),460,27.16043551,Rural D
305855612626762,Velguem,1310,404.0217123,Rural D
305855613626826,Ponocem,496,165.6757298,Rural D
305855613626827,Vantem,1678,283.1446265,Rural D
305855613626841,Conquirem,397,49.40945127,Rural D
305855614626852,Gangem,473,86.94053855,Rural D
305855609626639,Pernem (Rural),2701,114.8936351,Rural C
305855609626655,Tuem,2751,180.5781652,Rural C
305855614626850,Querim (Rural 3),3474,295.8484139,Rural C
305855614626849,Cuncoliem,1385,267.8916828,Rural D
305855614626853,Candepar,3768,339.1539154,Rural C
305865617626939,Avedem,1650,726.8722467,Rural D
305865617626940,Chaifi,77,150.9803922,Rural D
305865618627014,Rivona,3621,101.0887772,Rural C
305865617626948,Adnem,1657,172.6041667,Rural D
305855614626857,Telaulim,2554,1038.211382,Rural C
305865616626890,Camurlim (Rural 2),2247,660.8823529,Rural C
305865615626879,Issorcim,841,308.0586081,Rural D
305865615626878,Pale (Rural 2),1990,825.7261411,Rural D
305865618627003,Uguem (Rural 2),2557,152.6567164,Rural C
305865618626985,Rumbrem,646,168.2291667,Rural D
305865618626986,Antoriem,0,0,Rural D
305855610626662,Oxel (Rural 1),2794,268.9124158,Rural C
305855614626851,Vagurbem,527,146.8498342,Rural D
305865618626971,Darbandora,2991,67.09286676,Rural C
305865618626970,Piliem,4058,337.8850958,Rural C
305855614626860,Codar,733,75.15790337,Rural D
305855613626790,Compordem,1093,146.3852356,Rural D
305855613626804,Nagargao,549,340.9937888,Rural D
305855613626805,Satorem,221,112.5770465,Rural D
305855613626803,Ambedem,272,217.130997,Rural D
305855613626806,Mauzi,1375,218.5662057,Rural D
305855613626815,Cudcem,644,176.1006289,Rural D
305855613626813,Naguem,479,139.4915402,Rural D
305855613626822,Velguem,1310,404.0217123,Rural D
305855613626814,Ansolem,186,111.2839536,Rural D
305855613626823,Codqui,929,321.9992375,Rural D
305855613626824,Sanvorcem,495,210.8716026,Rural D
305865616626916,Orlim,2049,559.8360656,Rural C
305865615626884,Arossim,1721,506.1615835,Rural D
305865616626893,Utorda,2018,642.6751592,Rural C
305865617626936,Xelvona,1725,809.8591549,Rural D
305865617626934,Assolda,1257,380.9090909,Rural D
305865617626935,Xic Xelvona,125,108.6956522,Rural D
305865617626938,Cotombi (Rural 2),1171,319.2649545,Rural D
