Cen_2001,Neighbour,TransactionAmt
3001000240103000,3001000200003600,5
3001000240112000,3001000200004700,5
3001000240112000,3001000240106000,5
3001000240112000,3001000200004500,5
3001000240112000,3001000200005400,5
3001000240112000,3001000200005500,5
3001000240112000,3001000200005900,5
3001000240112000,3001000200005800,5
3001000540117000,3001000500013400,5
3001000540117000,3001000500014800,5
3001000540117000,3001000500014900,5
3001000540117000,3001000500014700,5
3001000540117000,3001000500015000,5
3001000540117000,3001000500014600,5
3001000540117000,3001000500015900,5
3001000540117000,3001000500015700,5
3001000540117000,3001000500016600,5
3001000540117000,3001000500015800,5
3001000540117000,3001000500016700,5
3001000540117000,3001000500016800,5
3002000240206000,3002000240205000,5
3002000240206000,3002000240207000,5
3002000240206000,3002000200024900,5
3002000240206000,3002000200025800,5
3002000240206000,3002000200025900,5
3002000240206000,3002000200026200,5
